Animal..,ARN,Species,Primary.Breed,Colors,Gender,Altered,Pre.Altered,Chip.Provider,Danger,Danger.Reason,Date.of.Birth,Intake.Age,Intake.By,Intake.Date,Intake.Type,Intake.Subtype,Intake.Reason,Intake.Site,Intake.Location,Intake.Sublocation,Intake.Jurisdiction,Intake.Condition,Intake.Agency,Agency.Member,Agency.Member.Phone,Agency.Address,Outcome.Age,Outcome.Age.in.Months,Outcome.Date,Outcome.By,Outcome.Type,Outcome.Subtype,Outcome.Site,Outcome.Location,Outcome.Sublocation,Outcome.Jurisdiction,Transfer.Out.Reason,Outcome.Agency,Released.By,Release.Date,LOS
A16795981,,Cat,Domestic Shorthair,Black/Grey,Male,Yes,Yes,,No,NA,3/13/2010,8y 0d,Rooney Linson,3/13/2018 12:31:22 PM,Owner/Guardian Surrender,In Person Surrender to Shelter,Health of Animal,Grays Ferry Avenue,Cat Room,NA,,Healthy,,,,,9y 2m 16d,110,5/29/2019 10:20:00 AM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,5/29/2019 10:20:00 AM,441
A17028221,,Cat,Domestic Shorthair,Brown/Black,Female,Yes,Yes,24PetWatch,No,NA,9/13/2011,6y 8m 29d,Lauren Campagnini,6/11/2018 1:05:36 PM,Return,Returned Adoption,Behavior Issues,PAC,PAC,NA,,Healthy,,,,,6y 9m 1d,81,6/14/2018 3:04:24 PM,Lauren Campagnini,Adoption,PAC,PAC,PAC,NA,,NA,NA,Lauren Campagnini,6/14/2018 3:04:24 PM,3
A17231129,,Cat,Domestic Shorthair,Brown/,Male,Yes,Yes,24PetWatch,No,NA,1/22/2011,7y 4m 14d,Lauren Campagnini,6/5/2018 1:36:41 PM,Return,Returned Adoption,Aggression to Animals,PAC,PAC,NA,,Healthy,,,,,7y 5m 14d,89,7/6/2018 9:43:43 AM,Erica Henn,Adoption,PAC,PAC,PAC,NA,,NA,NA,Erica Henn,7/6/2018 9:43:43 AM,30
A17360814,,Dog,"Terrier, Pit Bull",Fawn/White,Female,Yes,Yes,24PetWatch,No,NA,10/2/2010,8y 9m 28d,Angela Peterdi,7/30/2019 9:52:45 AM,Return,Returned Adoption,Moving,Grays Ferry Avenue,Kennel - Holding,NA,,Healthy,,,,,8y 11m 21d,107,9/23/2019 6:30:00 PM,Lauren Campagnini,Adoption,PAC,PAC,PAC,NA,,NA,NA,Lauren Campagnini,9/23/2019 6:30:00 PM,55
A17480192,,Cat,Domestic Shorthair,Brown/Black,Male,Yes,Yes,24PetWatch,No,NA,9/4/2012,5y 9m 29d,Tomas Santana,7/3/2018 5:24:05 PM,Return,Returned Adoption,Behavior Issues,PAC,PAC,NA,,Healthy,,,,,5y 10m 16d,70,7/20/2018 2:13:47 PM,Linda O'Brien,Adoption,PAC,PAC,PAC,NA,,NA,NA,Linda O'Brien,7/20/2018 2:13:47 PM,16
A17484796,,Cat,Domestic Medium Hair,Black/White,Male,Yes,Yes,24PetWatch,No,NA,6/17/2012,6y 6m 1d,Erica Henn,12/18/2018 9:23:50 AM,Return,Returned Adoption,Change in Lifestyle,Grays Ferry Avenue,Cat Room,NA,,Healthy,,,,,6y 6m 11d,78,12/28/2018 1:43:05 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,12/28/2018 1:43:05 PM,10
A17534756,,Dog,"Chihuahua, Short Coat",Black/White,Female,Yes,Yes,24PetWatch,No,NA,10/23/2011,6y 10m 0d,Angela Peterdi,8/23/2018 5:19:13 PM,Owner/Guardian Surrender,In Person Surrender to Shelter,Health of Owner / Family,Grays Ferry Avenue,Kennel - Holding,NA,19147—Queen Village/Bella Vista,Healthy,,,,,7y 30d,84,11/22/2018 9:39:51 AM,Rich Wilkinson,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Rich Wilkinson,11/22/2018 9:39:51 AM,90
A18921115,,Cat,Domestic Shorthair,Buff/White,Male,Yes,Yes,24PetWatch,No,NA,1/23/2007,11y 18d,Maria Decker,2/10/2018 3:49:54 PM,Return,Returned Adoption,Allergic to Animal,Grant Avenue,Grant Avenue,NA,,Healthy,,,,,11y 5m 24d,137,7/17/2018 4:58:51 PM,Steve Ciepiela,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Steve Ciepiela,7/17/2018 4:58:51 PM,157
A19025180,,Cat,Domestic Shorthair,Black/,Male,Yes,Yes,24PetWatch,No,NA,5/2/2012,6y 11m 26d,Steve Ciepiela,4/28/2019 12:19:15 PM,Return,Returned Adoption,Not Housebroken / Housesoiling,Grant Avenue,Grant Avenue,NA,,Healthy,,,,,7y 2m 13d,86,7/15/2019 2:53:00 PM,Steve Ciepiela,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Steve Ciepiela,7/15/2019 2:53:00 PM,78
A19277470,,Cat,Domestic Shorthair,Brown/White,Female,No,No,24PetWatch,No,NA,11/17/2011,7y 4m 0d,Rich Wilkinson,3/17/2019 11:01:13 AM,Return,Returned Adoption,New Baby,PAC,PAC,NA,,Healthy,,,,,7y 4m 5d,88,3/22/2019 4:05:00 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,3/22/2019 4:05:00 PM,5
A19347150,,Dog,"Terrier, Cairn",Cream/,Male,Yes,Yes,24PetWatch,No,NA,3/15/2005,14y 0d,Angela Peterdi,3/15/2019 5:22:11 PM,Owner/Guardian Surrender,Returned Adoption,Inadequate Housing / Yard,Grays Ferry Avenue,Kennel - Holding,NA,,Healthy,,,,,14y 16d,168,3/31/2019 3:17:00 PM,Ashley Matters,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Ashley Matters,3/31/2019 3:17:00 PM,15
A19426934,,Cat,Domestic Shorthair,White/Black,Male,Yes,Yes,24PetWatch,No,NA,3/15/2013,5y 2m 15d,Ashley Matters,5/30/2018 12:10:33 PM,Return,Returned Adoption,Behavior Issues,Grant Avenue,Grant Avenue,NA,,Healthy,,,,,5y 6m 20d,66,10/5/2018 6:57:42 PM,Steve Ciepiela,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Steve Ciepiela,10/5/2018 6:57:42 PM,128
A19523113,,Cat,Domestic Shorthair,Grey/White,Male,Yes,Yes,24PetWatch,No,NA,3/12/2013,6y 2m 13d,Meredyth Forbes,5/25/2019 12:02:55 PM,Return,Returned Adoption,Moving,PAC,PAC,NA,,Healthy,,,,,6y 2m 28d,74,6/9/2019 4:01:00 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,6/9/2019 4:01:00 PM,15
A19529102,,Cat,Domestic Shorthair,Red/White,Male,Yes,Yes,24PetWatch,No,NA,3/7/2013,6y 2m 18d,Meredyth Forbes,5/25/2019 12:03:58 PM,Return,Returned Adoption,Moving,PAC,PAC,NA,,Healthy,,,,,6y 3m 2d,75,6/9/2019 4:01:00 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,6/9/2019 4:01:00 PM,15
A19566754,,Cat,Domestic Shorthair,White/Grey,Female,Yes,Yes,24PetWatch,No,NA,3/27/2013,4y 11m 20d,Jill Sweeney,3/19/2018 4:23:58 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Cat Room,NA,,Feral,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,5y 2m 4d,62,5/31/2018 3:51:40 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,5/31/2018 3:51:40 PM,72
A19622207,,Cat,Domestic Shorthair,Black/,Female,Yes,Yes,24PetWatch,No,NA,3/2/2013,5y 3m 26d,Maria Decker,6/28/2018 12:28:12 PM,Transfer In,Non-Partner Trans In,Rescue,Grant Avenue,Grant Avenue,NA,,Healthy,Montgomery County SPCA,Tracie Graham,(610) 754-7822,1059 Sweisford Road  ,5y 6m 12d,66,9/14/2018 3:47:49 PM,Steve Ciepiela,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Steve Ciepiela,9/14/2018 3:47:49 PM,78
A19781992,,Cat,Domestic Shorthair,Black/White,Female,Yes,Yes,24PetWatch,No,NA,3/31/2013,6y 6m 13d,Rich Wilkinson,10/13/2019 3:55:26 PM,Return,Returned Adoption,Not Enough Time,PAC,PAC,NA,,Sick,,,,,6y 6m 23d,78,10/23/2019 4:30:00 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,10/23/2019 4:30:00 PM,10
A19781992,,Cat,Domestic Shorthair,Black/White,Female,Yes,Yes,24PetWatch,No,NA,3/31/2013,1m 1d,Clair Sauer,5/1/2013 8:49:06 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Maternity,NA,,Sick,ACCT Philly,ACCT Representative,(215) 426-6300,111 W Hunting Park Avenue  ,6y 6m 13d,78,10/13/2019 3:53:00 PM,Rich Wilkinson,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Rich Wilkinson,10/13/2019 3:53:00 PM,2355
A19781993,,Cat,Domestic Shorthair,Black/White,Male,Yes,Yes,24PetWatch,No,NA,3/31/2013,6y 6m 13d,Rich Wilkinson,10/13/2019 3:55:25 PM,Return,Returned Adoption,Not Enough Time,PAC,PAC,NA,,Sick,,,,,6y 7m 11d,79,11/10/2019 2:55:00 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,11/10/2019 2:55:00 PM,27
A19781993,,Cat,Domestic Shorthair,Black/White,Male,Yes,Yes,24PetWatch,No,NA,3/31/2013,1m 1d,Clair Sauer,5/1/2013 8:49:06 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Maternity,NA,,Sick,ACCT Philly,ACCT Representative,(215) 426-6300,111 W Hunting Park Avenue  ,6y 6m 13d,78,10/13/2019 3:53:00 PM,Rich Wilkinson,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Rich Wilkinson,10/13/2019 3:53:00 PM,2355
A20106045,,Cat,Domestic Shorthair,White/Grey,Female,Yes,Yes,24PetWatch,No,NA,6/10/2010,9y 27d,Lauren Campagnini,7/7/2019 12:36:33 PM,Return,Returned Adoption,Death of Owner / Family,PAC,PAC,NA,,Healthy,,,,,9y 4m 28d,112,11/7/2019 5:54:00 PM,Meredyth Forbes,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Meredyth Forbes,11/7/2019 5:54:00 PM,123
A20720647,,Cat,Domestic Shorthair,Black/White,Male,Yes,Yes,24PetWatch,No,NA,4/12/2009,8y 6m 30d,Jill Sweeney,11/11/2017 10:00:52 AM,Stray,Abandoned at Shelter,,Grays Ferry Avenue,Cat Room,NA,Jurisdiction Unknown,Healthy,,,,,9y 10d,108,4/22/2018 10:35:51 AM,Sara Davidson,Adoption,Grays Ferry Avenue,Grays Ferry Avenue,Foster Care - General,NA,19104—University City,NA,NA,Sara Davidson,4/22/2018 10:35:51 AM,162
A20797379,,Cat,Domestic Shorthair,Brown/,Male,No,No,24PetWatch,No,NA,7/25/2013,28d,Kerri Taylor,8/22/2013 5:15:30 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Maternity,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,5y 6m 14d,66,2/8/2019 1:00:34 PM,Erica Henn,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Erica Henn,2/8/2019 1:00:34 PM,1995
A20994969,,Cat,Domestic Shorthair,Black/Orange,Female,Yes,Yes,24PetWatch,No,NA,3/18/2012,7y 7m 16d,Ashley Matters,11/3/2019 11:49:45 AM,Return,Returned Adoption,Moving,Grant Avenue,Grant Avenue,NA,,Healthy,,,,,7y 7m 26d,91,11/13/2019 5:11:00 PM,Erica Henn,Adoption,Grays Ferry Avenue,Grays Ferry Avenue,Surgery,NA,,NA,NA,Erica Henn,11/13/2019 5:11:00 PM,10
A21283814,,Cat,Domestic Shorthair,Black/,Male,Yes,Yes,24PetWatch,No,NA,10/10/2010,8y 6m 1d,Sara Davidson,4/11/2019 12:47:47 PM,Return,Returned Adoption,Moving,PAC,PAC,NA,19106—Center City-Society Hill,Healthy,,,,,8y 7m 7d,103,5/17/2019 6:06:00 PM,Meredyth Forbes,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Meredyth Forbes,5/17/2019 6:06:00 PM,36
A21491829,,Cat,Domestic Shorthair,White/Black/Orange,Female,Yes,No,24PetWatch,No,NA,7/2/2004,9y 4m 12d,Kerri Taylor,11/14/2013 3:18:44 PM,Transfer In,Partner Transfer In,Rescue,PAWS Foster Program,Foster Care - General,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,13y 10m 1d,166,5/3/2018 5:54:54 PM,Linda O'Brien,Adoption,PAC,2007 Recordkeeping,PAC,NA,,NA,NA,Linda O'Brien,5/3/2018 5:54:54 PM,1631
A21492690,,Cat,Domestic Shorthair,Orange/,Male,Yes,No,24PetWatch,No,NA,10/1/2013,4y 8m 26d,Jill Sweeney,6/27/2018 9:28:13 AM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Cat Room,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,4y 10m 9d,58,8/10/2018 2:22:35 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,8/10/2018 2:22:35 PM,44
A21542183,,Cat,Domestic Shorthair,White/Grey,Female,Yes,Yes,24PetWatch,No,NA,11/7/2012,6y 7m 3d,Sara Davidson,6/10/2019 1:35:27 PM,Return,Returned Adoption,Destructive,PAC,PAC,NA,,Healthy,,,,,6y 8m 20d,80,7/27/2019 4:32:00 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,7/27/2019 4:32:00 PM,47
A21574474,,Cat,Domestic Shorthair,Grey/Black,Female,Yes,Yes,24PetWatch,No,NA,5/27/2013,5y 6m 4d,Kate Wysong,12/1/2018 11:04:23 AM,Return,Returned Adoption,Moving,Grant Avenue,Grant Avenue,NA,,Healthy,,,,,5y 9m 1d,69,2/28/2019 5:09:00 PM,Ame Wiltzius,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Ame Wiltzius,2/28/2019 5:09:00 PM,89
A21772916,,Cat,Domestic Shorthair,White/Orange,Male,Yes,Yes,24PetWatch,No,NA,1/1/2012,7y 6m 18d,Aubrey Carpenter,7/19/2019 2:05:19 PM,Stray,Public Drop Off,,Grays Ferry Avenue,Cat Room,NA,19147—Queen Village/Bella Vista,Healthy,,,,,7y 9m 0d,93,10/1/2019 3:57:00 PM,Emma Griffin,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Emma Griffin,10/1/2019 3:57:00 PM,74
A21772916,,Cat,Domestic Shorthair,White/Orange,Male,Yes,Yes,24PetWatch,No,NA,1/1/2012,6y 8d,Maria Decker,1/9/2018 4:48:00 PM,Owner/Guardian Surrender,In Person Surrender to Shelter,Health of Owner / Family,Grant Avenue,Grant Avenue,NA,,Healthy,,,,,6y 2m 0d,74,3/1/2018 5:54:52 PM,Erica Henn,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Erica Henn,3/1/2018 5:54:52 PM,51
A21779808,,Cat,Domestic Shorthair,Brown/Tan,Male,Yes,Yes,24PetWatch,No,NA,2/18/2013,4y 10m 4d,Tomas Santana,12/22/2017 5:37:03 PM,Return,Returned Adoption,Not Enough Time,PAWS Offsite Adoptions,Kawaii Kitty Cafe,NA,,Healthy,,,,,4y 11m 10d,59,1/28/2018 1:38:54 PM,Erica Henn,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Erica Henn,1/28/2018 1:38:54 PM,36
A21825620,,Cat,Domestic Shorthair,Brown/,Female,Yes,Unknown,24PetWatch,No,NA,9/19/2013,4y 5m 7d,Michelle Robinson,2/26/2018 2:37:53 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - Project Meow,NA,19143—Kingsessing SW,Healthy,,,,,4y 5m 14d,53,3/5/2018 12:42:41 PM,Erica Henn,Adoption,Special Event Offsite,PAWS Offsite Adoptions,Kawaii Kitty Cafe,NA,,NA,NA,Erica Henn,3/5/2018 12:42:41 PM,6
A21934721,,Cat,Domestic Shorthair,Red/,Female,Yes,Yes,24PetWatch,No,NA,4/14/2010,8y 4m 17d,Ame Wiltzius,8/31/2018 5:18:55 PM,Return,Returned Adoption,Not Housebroken / Housesoiling,PAC,PAC,NA,,Healthy,,,,,8y 5m 8d,101,9/22/2018 7:25:38 PM,Ame Wiltzius,Adoption,PAC,PAC,PAC,NA,,NA,NA,Ame Wiltzius,9/22/2018 7:25:38 PM,22
A21934725,,Cat,Domestic Shorthair,Cream/White,Female,Yes,Yes,24PetWatch,No,NA,4/6/2010,8y 4m 25d,Ame Wiltzius,8/31/2018 5:18:54 PM,Return,Returned Adoption,Not Housebroken / Housesoiling,PAC,PAC,NA,,Healthy,,,,,8y 5m 16d,101,9/22/2018 7:25:38 PM,Ame Wiltzius,Adoption,PAC,PAC,PAC,NA,,NA,NA,Ame Wiltzius,9/22/2018 7:25:38 PM,22
A21971500,,Cat,Domestic Shorthair,Brown/Black,Female,No,No,24PetWatch,No,NA,12/1/2013,2m 0d,Robin Ackerman,2/1/2014 3:36:19 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Maternity,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,5y 4m 26d,64,4/27/2019 12:44:00 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,4/27/2019 12:44:00 PM,1910
A21995322,,Cat,Domestic Shorthair,Black/White,Female,Yes,Unknown,24PetWatch,No,NA,8/27/2007,6y 5m 9d,Robin Ackerman,2/5/2014 4:37:38 PM,Stray,Abandoned at Shelter,,Grays Ferry Avenue,Clinic,NA,South Philadelphia,Healthy,,,,,10y 8m 24d,128,5/21/2018 3:49:37 PM,Sara Davidson,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,19104—University City,NA,NA,Sara Davidson,5/21/2018 3:49:37 PM,1565
A22520747,,Cat,Domestic Shorthair,Red/White,Male,Yes,Yes,24PetWatch,No,NA,10/23/2012,5y 4m 23d,Erica Henn,3/18/2018 11:53:22 AM,Return,Returned Adoption,Not Enough Time,PAWS Offsite Adoptions,PAC,NA,,Healthy,,,,,5y 4m 24d,64,3/19/2018 1:34:08 PM,Erica Henn,Adoption,PAC,PAWS Offsite Adoptions,PAC,NA,,NA,NA,Erica Henn,3/19/2018 1:34:08 PM,1
A22553008,,Cat,Domestic Shorthair,Black/,Female,Yes,No,24PetWatch,No,NA,2/16/2014,2m 11d,Donna Bright,4/27/2014 1:48:21 PM,Stray,Public Drop Off,,Grays Ferry Avenue,Maternity,NA,South Philadelphia,Healthy,,,,,4y 2m 17d,50,5/3/2018 5:53:49 PM,Linda O'Brien,Adoption,PAC,2007 Recordkeeping,PAC,NA,,NA,NA,Linda O'Brien,5/3/2018 5:53:49 PM,1467
A22594481,,Dog,"Chihuahua, Long Coat",Black/Tan,Female,Yes,Yes,24PetWatch,No,NA,4/30/2010,8y 9m 26d,Angela Peterdi,2/23/2019 1:18:23 PM,Return,Returned Adoption,Moving,Foster to Foster Transfer,Foster Care - General,NA,,Healthy,,,,,8y 9m 26d,105,2/23/2019 1:19:00 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,2/23/2019 1:19:00 PM,0
A22647669,,Cat,Domestic Longhair,Black/White,Female,Yes,Yes,24PetWatch,No,NA,3/25/2014,5y 24d,Ame Wiltzius,4/18/2019 2:24:00 PM,Return,Returned Adoption,Military Transfer of Owner,Grant Avenue,Grant Avenue,NA,,Healthy,,,,,5y 1m 14d,61,5/9/2019 12:22:00 PM,Ame Wiltzius,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Ame Wiltzius,5/9/2019 12:22:00 PM,20
A22647678,,Cat,Domestic Longhair,Black/White,Female,Yes,Yes,24PetWatch,No,NA,3/25/2014,5y 24d,Ame Wiltzius,4/18/2019 2:23:59 PM,Return,Returned Adoption,Military Transfer of Owner,Grant Avenue,Grant Avenue,NA,,Healthy,,,,,5y 1m 16d,61,5/11/2019 12:30:00 PM,Bidisha Mukherjee,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Bidisha Mukherjee,5/11/2019 12:30:00 PM,22
A22778578,,Cat,Domestic Shorthair,Black/White,Male,Yes,Yes,24PetWatch,No,NA,5/31/2012,2y 2m 3d,Ame Wiltzius,8/2/2014 1:13:18 PM,Return,Returned Adoption,Escapes,PAWS Offsite Adoptions,PAC,NA,,Healthy,,,,,5y 11m 5d,71,5/3/2018 5:56:05 PM,Linda O'Brien,Adoption,PAC,2007 Recordkeeping,PAC,NA,,NA,NA,Linda O'Brien,5/3/2018 5:56:05 PM,1370
A22821427,,Cat,Domestic Shorthair,Buff/White,Male,Yes,Yes,,No,NA,3/5/2014,4y 5m 29d,Angela Peterdi,9/3/2018 9:06:48 PM,Stray,Public Drop Off,,PAWS Foster Program,Foster Care - General,NA,19104—University City,Healthy,,,,,4y 6m 0d,54,9/5/2018 3:05:54 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,9/5/2018 3:05:54 PM,1
A22828542,,Cat,Domestic Shorthair,Grey/Black,Male,Yes,No,24PetWatch,No,NA,5/28/2010,4y 0d,Shelly Flores,5/28/2014 3:12:24 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Isolation,NA,,Sick,ACCT Philly,ACCT Representative,(215) 426-6300,111 W Hunting Park Avenue  ,7y 11m 5d,95,5/3/2018 5:44:12 PM,Linda O'Brien,Adoption,PAC,2007 Recordkeeping,PAC,NA,,NA,NA,Linda O'Brien,5/3/2018 5:44:12 PM,1436
A22854447,,Cat,Domestic Shorthair,White/,Female,Yes,Yes,24PetWatch,No,NA,5/14/2013,5y 2m 30d,Steve Ciepiela,8/13/2018 12:57:39 PM,Return,Returned Adoption,Unrealistic Expectations,Grant Avenue,Grant Avenue,NA,,Healthy,,,,,5y 3m 23d,63,9/6/2018 12:58:29 PM,Maria Decker,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Maria Decker,9/6/2018 12:58:29 PM,24
A22854447,,Cat,Domestic Shorthair,White/,Female,Yes,Yes,24PetWatch,No,NA,5/14/2013,4y 11m 2d,Ashley Matters,4/16/2018 6:02:23 PM,Return,Returned Adoption,Health of Owner / Family,Grant Avenue,Grant Avenue,NA,,Healthy,,,,,5y 2m 21d,62,8/4/2018 4:33:42 PM,Maria Decker,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Maria Decker,8/4/2018 4:33:42 PM,109
A22854568,,Cat,Domestic Shorthair,Yellow/White,Male,Yes,Yes,24PetWatch,No,NA,5/10/2013,5y 1m 25d,Ame Wiltzius,7/5/2018 4:07:44 PM,Return,Returned Adoption,Cannot Afford,PAC,PAC,NA,,Healthy,,,,,5y 2m 19d,62,7/29/2018 3:38:32 PM,Lauren Campagnini,Adoption,PAC,PAC,PAC,NA,,NA,NA,Lauren Campagnini,7/29/2018 3:38:32 PM,23
A23110985,,Dog,"Chihuahua, Short Coat",Black/Brown,Female,Yes,Yes,24PetWatch,No,NA,12/5/2010,7y 4m 1d,Angela Peterdi,4/6/2018 3:23:35 PM,Return,Returned Adoption,Behavior Issues,PAWS Foster Program,Foster Care - General,NA,PA Outside City Limits,Healthy,,,,,7y 4m 1d,88,4/6/2018 3:26:10 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,PA Outside City Limits,NA,NA,Angela Peterdi,4/6/2018 3:26:10 PM,0
A23335150,,Cat,Domestic Shorthair,White/Grey,Female,No,No,,No,NA,7/16/2009,5y 0d,Michelle Robinson,7/16/2014 3:01:32 PM,Stray,Public Drop Off,,PAWS Foster Program,Foster Care - Project Meow,NA,West Philadelphia,Healthy,,,,,8y 10m 13d,106,5/29/2018 6:09:04 PM,Ame Wiltzius,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Ame Wiltzius,5/29/2018 6:09:04 PM,1413
A23348042,,Cat,Domestic Shorthair,White/Brown,Male,Yes,Yes,24PetWatch,No,NA,5/3/2014,4y 4m 21d,Lauren Campagnini,9/24/2018 12:55:22 PM,Return,Returned Adoption,Moving,PAC,PAC,NA,,Healthy,,,,,4y 7m 16d,55,12/19/2018 5:58:39 PM,Rich Wilkinson,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Rich Wilkinson,12/19/2018 5:58:39 PM,86
A23628892,,Dog,Bichon Frise,White/,Male,Yes,Yes,24PetWatch,No,NA,8/16/2011,6y 5m 14d,Sara Davidson,1/30/2018 11:23:55 AM,Return,Returned Adoption,Health of Animal,Grays Ferry Avenue,Kennel - Holding,NA,19145— South Philadelphia W,Healthy,,,,,6y 6m 7d,78,2/23/2018 10:11:08 AM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,2/23/2018 10:11:08 AM,23
A23726771,,Cat,Domestic Shorthair,Black/White,Male,Yes,No,24PetWatch,No,NA,7/28/2014,2y 5m 14d,Jill Sweeney,1/11/2017 12:29:12 PM,Return,Returned Adoption,Litterbox Odor,Grays Ferry Avenue,Cat Room,NA,,Healthy,,,,,4y 5m 27d,53,1/24/2019 12:01:16 PM,Erica Henn,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Erica Henn,1/24/2019 12:01:16 PM,743
A23757169,,Cat,Domestic Shorthair,Black/White,Female,Yes,Yes,24PetWatch,No,NA,7/10/2014,3y 11m 4d,Angela Peterdi,6/14/2018 12:46:07 PM,Return,Returned Adoption,Moving,Grays Ferry Avenue,Cat Room,NA,,Healthy,,,,,4y 2m 9d,50,9/19/2018 10:19:46 PM,Angela Peterdi,Adoption,Petsmart Oregon Avenue,PAWS Offsite Adoptions,Petsmart Oregon Avenue,NA,,NA,NA,Angela Peterdi,9/19/2018 10:19:46 PM,97
A23757422,,Cat,Domestic Shorthair,Brown/,Female,Yes,Yes,24PetWatch,No,NA,7/10/2014,3y 11m 4d,Angela Peterdi,6/14/2018 12:46:06 PM,Return,Returned Adoption,Moving,Grays Ferry Avenue,Cat Room,NA,,Healthy,,,,,4y 1m 14d,49,8/24/2018 6:13:25 PM,Ame Wiltzius,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Ame Wiltzius,8/24/2018 6:13:25 PM,71
A23865004,,Cat,Domestic Shorthair,Black/White,Male,Yes,Yes,24PetWatch,No,NA,12/12/2009,9y 10m 1d,Ashley Matters,10/13/2019 1:12:32 PM,Return,Returned Adoption,Unrealistic Expectations,Grant Avenue,Grant Avenue,NA,,Healthy,,,,,9y 10m 12d,118,10/24/2019 1:49:00 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,10/24/2019 1:49:00 PM,11
